work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Machine Learning Engineer,140100,USD,140100,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,248100,USD,248100,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,145900,USD,145900,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,155000,USD,155000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,109528,USD,109528,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Engineer,287500,USD,287500,Australia,No Remote Work,Australia,M
2023,MI,FT,Machine Learning Engineer,207500,USD,207500,Australia,No Remote Work,Australia,M
2023,SE,FT,Applied Scientist,248100,USD,248100,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,145900,USD,145900,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,134200,USD,134200,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Data Analyst,103200,USD,103200,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Data Engineer,240500,USD,240500,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,123700,USD,123700,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,192000,USD,192000,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,164000,USD,164000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,269500,USD,269500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,166600,USD,166600,United States,No Remote Work,United States,M
2023,SE,FT,Principal Data Scientist,160000,USD,160000,United States,Fully Remote,United States,L
2023,SE,FT,Data Analyst,93919,USD,93919,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,51962,USD,51962,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,93919,USD,93919,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,51962,USD,51962,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,180000,USD,180000,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,115000,USD,115000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,186600,USD,186600,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,119800,USD,119800,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,75000,USD,75000,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,200000,USD,200000,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,115000,USD,115000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,280000,USD,280000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,260000,USD,260000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,ML Engineer,383910,USD,383910,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,315850,USD,315850,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,235000,USD,235000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,204000,USD,204000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,254000,USD,254000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,United States,No Remote Work,United States,M
2023,MI,FT,Applied Scientist,198000,USD,198000,United States,Fully Remote,United States,M
2023,MI,FT,Applied Scientist,132000,USD,132000,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,141600,USD,141600,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,94400,USD,94400,United States,Fully Remote,United States,M
2023,MI,FT,Data Engineer,135000,USD,135000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,108000,USD,108000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,209450,USD,209450,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,167560,USD,167560,United States,Fully Remote,United States,M
2021,SE,FT,Staff Machine Learning Engineer,185000,USD,185000,United States,Partially Remote,United States,M
2020,SE,FT,Staff Data Scientist,164000,USD,164000,United States,Partially Remote,United States,M
2023,SE,FT,Data Engineer,122000,USD,122000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,94000,USD,94000,United States,No Remote Work,United States,M
2023,EN,FT,Data Engineer,80000,USD,80000,United States,No Remote Work,United States,M
2023,EN,FT,Data Engineer,52500,USD,52500,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,238000,USD,238000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,149500,USD,149500,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,258000,USD,258000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,202000,USD,202000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,186600,USD,186600,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,116500,USD,116500,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,220000,USD,220000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Data Scientist,228000,USD,228000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,136000,USD,136000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,50000,GBP,61520,United Kingdom,Fully Remote,United Kingdom,M
2023,MI,FT,Data Engineer,35000,GBP,43064,United Kingdom,Fully Remote,United Kingdom,M
2023,SE,FT,Applied Scientist,175000,USD,175000,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,145000,USD,145000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,195000,USD,195000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,140000,USD,140000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,180000,USD,180000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,165000,USD,165000,United States,Fully Remote,United States,M
2023,MI,FT,Research Scientist,220000,USD,220000,United States,Fully Remote,United States,M
2023,MI,FT,Research Scientist,190000,USD,190000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,105000,EUR,113366,Germany,Partially Remote,Germany,L
2023,SE,CT,Consultant Data Engineer,160000,CAD,118539,Canada,Fully Remote,Canada,L
2023,MI,FT,Data Analyst,70000,GBP,86128,United Kingdom,Partially Remote,United Kingdom,L
2023,SE,FT,BI Developer,167500,USD,167500,United States,No Remote Work,United States,M
2023,SE,FT,BI Developer,106500,USD,106500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,146000,USD,146000,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Machine Learning Engineer,97400,USD,97400,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Data Scientist,278700,USD,278700,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,159300,USD,159300,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,226600,USD,226600,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,140100,USD,140100,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,323300,USD,323300,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,184700,USD,184700,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,135000,USD,135000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,108000,USD,108000,United States,No Remote Work,United States,M
2023,EN,FT,Data Analyst,55000,CAD,40747,Canada,No Remote Work,Canada,L
2023,SE,FT,Data Engineer,170000,USD,170000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,120000,USD,120000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,166364,USD,166364,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,116455,USD,116455,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Analyst,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Analyst,125000,USD,125000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,184950,USD,184950,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,119250,USD,119250,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,95000,USD,95000,United States,Fully Remote,United States,M
2023,MI,FT,Data Engineer,76000,USD,76000,United States,Fully Remote,United States,M
2023,EN,FT,Data Engineer,80000,USD,80000,United States,No Remote Work,United States,M
2023,EN,FT,Data Engineer,52500,USD,52500,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,131000,USD,131000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,168000,USD,168000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,130000,USD,130000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,250000,USD,250000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,115000,USD,115000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,222000,USD,222000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,166500,USD,166500,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,205600,USD,205600,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,105700,USD,105700,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,136000,USD,136000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,104000,USD,104000,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Developer,138000,USD,138000,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Developer,67000,USD,67000,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,211200,USD,211200,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,176000,USD,176000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,230000,USD,230000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,80000,USD,80000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,60000,USD,60000,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Analyst,200000,USD,200000,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Analyst,180000,USD,180000,United States,Fully Remote,United States,M
2023,SE,FT,BI Analyst,360000,TRY,18381,Turkey,Fully Remote,Turkey,L
2023,SE,FT,Data Scientist,155000,USD,155000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,139500,USD,139500,United States,No Remote Work,United States,M
2023,MI,FT,BI Developer,128000,USD,128000,United States,No Remote Work,United States,M
2023,MI,FT,BI Developer,81500,USD,81500,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,200000,USD,200000,United States,Fully Remote,United States,M
2023,EN,FT,Research Scientist,120000,USD,120000,United States,Fully Remote,United States,M
2023,EX,FT,Data Scientist,126500,USD,126500,United States,Fully Remote,United States,M
2023,EX,FT,Data Scientist,78000,USD,78000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,157750,USD,157750,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,104650,USD,104650,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,176000,USD,176000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,133000,USD,133000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,120000,USD,120000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,100000,USD,100000,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Specialist,70000,USD,70000,France,Fully Remote,France,M
2023,MI,FT,Machine Learning Specialist,40000,USD,40000,France,Fully Remote,France,M
2023,MI,FT,Research Scientist,190000,USD,190000,United States,No Remote Work,United States,M
2023,MI,FT,Research Scientist,158080,USD,158080,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,182000,USD,182000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,150000,USD,150000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,171250,USD,171250,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,113750,USD,113750,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,252000,USD,252000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,129000,USD,129000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,231000,USD,231000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,200800,USD,200800,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,250800,USD,250800,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,167200,USD,167200,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,250800,USD,250800,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,167200,USD,167200,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,159100,USD,159100,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,120160,USD,120160,United States,Fully Remote,United States,M
2023,SE,FT,Analytics Engineer,140000,USD,140000,United States,Fully Remote,United States,M
2023,SE,FT,Analytics Engineer,110000,USD,110000,United States,Fully Remote,United States,M
2023,MI,FT,Machine Learning Engineer,165000,USD,165000,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Engineer,149094,USD,149094,United States,No Remote Work,United States,M
2023,EX,FT,Head of Data,290000,USD,290000,United States,Fully Remote,United States,L
2023,SE,FT,Business Intelligence Engineer,247500,USD,247500,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,172200,USD,172200,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,175000,USD,175000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,130000,USD,130000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,225000,USD,225000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,156400,USD,156400,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,260000,USD,260000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Data Analyst,85000,USD,85000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,72250,USD,72250,United States,Fully Remote,United States,M
2023,EX,FT,Data Engineer,162500,USD,162500,United States,No Remote Work,United States,M
2023,EX,FT,Data Engineer,130000,USD,130000,United States,No Remote Work,United States,M
2023,SE,FT,Data Manager,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Data Manager,130000,USD,130000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,205600,USD,205600,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,105700,USD,105700,United States,No Remote Work,United States,L
2023,EN,FT,Data Quality Engineer,22000,EUR,23753,Portugal,Partially Remote,Portugal,L
2023,SE,FT,Research Analyst,83000,USD,83000,United States,Fully Remote,United States,M
2023,SE,FT,Research Analyst,63967,USD,63967,United States,Fully Remote,United States,M
2023,SE,FT,Research Analyst,188600,USD,188600,United States,No Remote Work,United States,M
2023,SE,FT,Research Analyst,111550,USD,111550,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,219300,USD,219300,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,143000,USD,143000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,232200,USD,232200,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,133300,USD,133300,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,80000,USD,80000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,189000,EUR,204060,Germany,Fully Remote,Germany,M
2023,SE,FT,Machine Learning Engineer,130000,EUR,140358,Germany,Fully Remote,Germany,M
2023,MI,FT,Data Engineer,198900,USD,198900,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,183310,USD,183310,United States,No Remote Work,United States,M
2023,EN,FT,Research Analyst,35000,GBP,43064,United Kingdom,No Remote Work,United Kingdom,M
2023,EN,FT,Research Analyst,35000,GBP,43064,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,392000,USD,392000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,224000,USD,224000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,233000,USD,233000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,199098,USD,199098,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,172000,USD,172000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,107000,USD,107000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,93919,USD,93919,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,51962,USD,51962,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,220000,USD,220000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,150000,USD,150000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,128000,USD,128000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,81500,USD,81500,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,150000,USD,150000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,208450,USD,208450,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,151600,USD,151600,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,208450,USD,208450,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,151600,USD,151600,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,240960,USD,240960,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,200800,USD,200800,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,120681,USD,120681,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,72409,USD,72409,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,192000,USD,192000,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,164000,USD,164000,United States,Fully Remote,United States,M
2023,EN,FT,Data Engineer,80000,USD,80000,United States,No Remote Work,United States,M
2023,EN,FT,Data Engineer,52500,USD,52500,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,250000,USD,250000,United States,Fully Remote,United States,M
2023,SE,FT,Research Engineer,176000,USD,176000,United States,Fully Remote,United States,M
2023,SE,FT,Research Scientist,250000,USD,250000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,170000,USD,170000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,250000,USD,250000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,136000,USD,136000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,104000,USD,104000,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,230000,USD,230000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,175000,USD,175000,United States,No Remote Work,United States,M
2023,SE,FT,Principal Machine Learning Engineer,195000,BRL,38290,Brazil,Partially Remote,Brazil,L
2023,EX,FT,AI Architect,200000,EUR,215936,Belgium,Fully Remote,United States,L
2023,MI,FT,Data Engineer,167500,USD,167500,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,106500,USD,106500,United States,No Remote Work,United States,M
2023,SE,FT,AI Architect,330000,USD,330000,United States,No Remote Work,United States,M
2023,SE,FT,AI Architect,204000,USD,204000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,226600,USD,226600,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,140100,USD,140100,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,359170,USD,359170,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,310270,USD,310270,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,359170,USD,359170,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,295490,USD,295490,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,178560,USD,178560,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,148800,USD,148800,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,278700,USD,278700,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,159300,USD,159300,United States,No Remote Work,United States,M
2023,SE,FT,Deep Learning Engineer,331640,USD,331640,United States,No Remote Work,United States,M
2023,SE,FT,Deep Learning Engineer,283780,USD,283780,United States,No Remote Work,United States,M
2023,EX,FT,Data Engineer,167954,USD,167954,United States,No Remote Work,United States,M
2023,EX,FT,Data Engineer,115830,USD,115830,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,125000,USD,125000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,331640,USD,331640,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,267720,USD,267720,United States,No Remote Work,United States,M
2023,SE,FT,Data Visualization Specialist,185000,USD,185000,United States,No Remote Work,United States,M
2023,SE,FT,Data Visualization Specialist,50000,USD,50000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,331640,USD,331640,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,283780,USD,283780,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,189110,USD,189110,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,139000,USD,139000,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,199000,USD,199000,United States,Fully Remote,United States,M
2023,SE,FT,ML Engineer,145000,USD,145000,United States,Fully Remote,United States,M
2023,SE,FT,MLOps Engineer,199000,USD,199000,United States,No Remote Work,United States,M
2023,SE,FT,MLOps Engineer,142000,USD,142000,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,230000,USD,230000,United Kingdom,Fully Remote,United Kingdom,M
2023,SE,FT,Analytics Engineer,170000,USD,170000,United Kingdom,Fully Remote,United Kingdom,M
2023,SE,FT,Machine Learning Engineer,331640,USD,331640,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,283780,USD,283780,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,66000,USD,66000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,52000,USD,52000,United States,No Remote Work,United States,M
2023,SE,FT,Data Manager,110400,USD,110400,United States,No Remote Work,United States,M
2023,SE,FT,Data Manager,68000,USD,68000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,323300,USD,323300,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,184700,USD,184700,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,202000,USD,202000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,235000,USD,235000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,200000,USD,200000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,359170,USD,359170,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,295490,USD,295490,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,316000,USD,316000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,202000,USD,202000,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,178560,USD,178560,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,148800,USD,148800,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,170000,USD,170000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,120000,USD,120000,United States,Fully Remote,United States,M
2023,SE,FT,AI Architect,200000,USD,200000,United States,Fully Remote,United States,L
2023,SE,FT,Machine Learning Engineer,226600,USD,226600,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,140100,USD,140100,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,166500,USD,166500,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,113220,USD,113220,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,365630,USD,365630,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,315850,USD,315850,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,United States,No Remote Work,United States,L
2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,260000,USD,260000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,MI,FT,Machine Learning Engineer,287500,USD,287500,Australia,No Remote Work,Australia,M
2023,MI,FT,Machine Learning Engineer,207500,USD,207500,Australia,No Remote Work,Australia,M
2023,SE,FT,Data Engineer,229000,USD,229000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,131000,USD,131000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,105000,USD,105000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,70000,USD,70000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,185000,USD,185000,United States,No Remote Work,United States,L
2023,SE,FT,Data Scientist,86700,USD,86700,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,180000,USD,180000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,150000,USD,150000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,115000,USD,115000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,192300,USD,192300,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,153800,USD,153800,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,MI,FT,Business Intelligence Data Analyst,91000,CAD,67419,Canada,Partially Remote,Canada,L
2023,SE,FT,Data Engineer,150000,USD,150000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,90000,USD,90000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,155000,USD,155000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,139500,USD,139500,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,131650,USD,131650,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,105320,USD,105320,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Decision Scientist,204500,USD,204500,United States,No Remote Work,United States,M
2023,SE,FT,Decision Scientist,126400,USD,126400,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,309400,USD,309400,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,159100,USD,159100,United States,No Remote Work,United States,L
2023,SE,FT,Machine Learning Engineer,235400,USD,235400,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,160080,USD,160080,United States,Fully Remote,United States,M
